name,search_category,google_category,city,country,address,phone,rating,reviews,has_website,found_date
Polestar Service Salzburg,motor repair shop,Auto repair shop,Salzburg,Austria,"Alpenstraße 122, 5020 Salzburg, Austria ",+43 662 63930 ,5.0,1,No,2026-03-04
KFZ CINAR DOGAN,motor repair shop,Auto machine shop,Salzburg,Austria,"Franz-Wolfram-Scherer-Straße 26, 5020 Salzburg, Austria ",+43 676 5554604 ,5.0,49,No,2026-03-04
"KFZ-Technik, Kushch Kyrylo Salzburg Saalachstraße 90",motor repair shop,Auto repair shop,Salzburg,Austria,"Saalachstraße 90, 5020 Salzburg, Austria ",+43 664 2200095 ,5.0,2,No,2026-03-04
KFZ CINAR DOGAN,motor repair shop,Auto machine shop,Salzburg,Austria,"Franz-Wolfram-Scherer-Straße 26, 5020 Salzburg, Austria ",+43 676 5554604 ,5.0,49,No,2026-03-04
"KFZ-Technik, Kushch Kyrylo Salzburg Saalachstraße 90",motor repair shop,Auto repair shop,Salzburg,Austria,"Saalachstraße 90, 5020 Salzburg, Austria ",+43 664 2200095 ,5.0,2,No,2026-03-04
CTC Car Tech Center,motor repair shop,Car repair and maintenance service,Salzburg,Austria,"Edelweißstraße 3, 5071 Wals, Austria ",+43 660 3003330 ,5.0,67,No,2026-03-04
Polestar Service Salzburg,motor repair shop,Auto repair shop,Salzburg,Austria,"Alpenstraße 122, 5020 Salzburg, Austria ",+43 662 63930 ,5.0,1,No,2026-03-04
Azad Gear,motor repair shop,Auto repair shop,Salzburg,Austria,"Franz-Ofner-Straße 17, 5020 Salzburg, Austria ",+43 664 1221607 ,5.0,2,No,2026-03-04
Auto Motor Service,motor repair shop,Auto repair shop,Innsbruck,Austria,"Fürstenweg 103, 6020 Innsbruck, Austria ",+43 664 3201616 ,4.8,168,No,2026-03-04
KFZ PROFI SERVICE,motor repair shop,Auto repair shop,Innsbruck,Austria,"Karwendelstraße 3a, 6020 Innsbruck, Austria ",+43 676 7747711 ,4.9,34,No,2026-03-04
KFZ - Josef Milanovic,motor repair shop,Auto repair shop,Innsbruck,Austria,"Ing.-Etzel-Straße 112, 6020 Innsbruck, Austria ",+43 512 573883 ,4.8,14,No,2026-03-04
Rabie motors,motor repair shop,Mechanic,Innsbruck,Austria,"Karwendelstraße 3a, 6020 Innsbruck, Austria ",,5.0,2,No,2026-03-04
KFZ Erich Hörmann,motor repair shop,Auto repair shop,Innsbruck,Austria,"Innstraße 91, 6020 Innsbruck, Austria ",+43 512 283154 ,5.0,33,No,2026-03-04
KFZ-Technik Hölzl,motor repair shop,Auto repair shop,Innsbruck,Austria,"Ing.-Etzel-Straße 146, 6020 Innsbruck, Austria ",+43 512 573393 ,4.8,18,No,2026-03-04
KFZ-Technik Hölzl,motor repair shop,Auto repair shop,Innsbruck,Austria,"Ing.-Etzel-Straße 146, 6020 Innsbruck, Austria ",+43 512 573393 ,4.8,18,No,2026-03-04
Raimund Waldner,motor repair shop,Auto repair shop,Innsbruck,Austria,"Trientlgasse 18, 6020 Innsbruck, Austria ",+43 512 345102 ,5.0,1,No,2026-03-04
Rabie motors,motor repair shop,Mechanic,Innsbruck,Austria,"Karwendelstraße 3a, 6020 Innsbruck, Austria ",,5.0,2,No,2026-03-04
Autolackierung Peter Mehrle,motor repair shop,Auto repair shop,Innsbruck,Austria,"Doktor-Franz-Werner-Straße, 6020 Innsbruck, Austria ",,5.0,2,No,2026-03-04
Auto Thaler Kfz Instandsetzung und Lackierung,motor repair shop,Auto body shop,Innsbruck,Austria,"Kaplanstraße 1, 6063 Rum, Austria ",+43 512 261337 ,5.0,32,No,2026-03-04
S&H Kfz Service,motor repair shop,Auto repair shop,Innsbruck,Austria,"Innsbrucker Straße 68, Halle 2/top 26, Völs, Austria ",+43 676 9654787 ,4.8,32,No,2026-03-04
Auto Service Herat/Klagenfurt,motor repair shop,Car repair and maintenance service,Klagenfurt,Austria,"Pischeldorfer Str. 238, 9020 St. Peter am Bichl, Austria ",+43 676 3734965 ,5.0,12,No,2026-03-04
Erwin Glatz,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Ruessteichweg 8, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 71330 ,4.8,54,No,2026-03-04
KFZ Ing. A. Aichholzer GmbH,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Völkermarkter Str. 223, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 33630 ,4.8,116,No,2026-03-04
Daf Coach & Bus Service,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Hirschenwirtstraße, 9020 Klagenfurt am Wörthersee, Austria ",,5.0,1,No,2026-03-04
Bernhard Nürnberger,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Liliengasse 16, 9020 Klagenfurt am Wörthersee, Austria ",+43 664 2401830 ,5.0,10,No,2026-03-04
Citroen Lepuch & Perko,motor repair shop,Citroen dealer,Klagenfurt,Austria,"St. Veiter Str. 179, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 418145 ,4.9,111,No,2026-03-04
Erwin Glatz,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Ruessteichweg 8, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 71330 ,4.8,54,No,2026-03-04
Fiat Service Hafner,motor repair shop,Car dealer,Klagenfurt,Austria,"Villacher Str. 155A, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 22400 ,4.4,21,No,2026-03-04
KFZ Zechner,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Gundersdorf 17, 9020 Klagenfurt am Wörthersee, Austria ",+43 463 410704 ,4.9,60,No,2026-03-04
Autohaus Huainig Lendorf,motor repair shop,Auto repair shop,Klagenfurt,Austria,"Feldkirchner Str. 319, 9061 Klagenfurt am Wörthersee, Austria ",+43 463 49133 ,4.7,38,No,2026-03-04
ACS Auto-Cosmetic- Service Werner Ludwiger,motor repair shop,Auto repair shop,Villach,Austria,"Handwerkstraße 8, 9500 Villach, Austria ",+43 4242 31013 ,5.0,39,No,2026-03-04
AUTO-TECH,motor repair shop,Car repair and maintenance service,Villach,Austria,"Chromstraße 10, 9500 Villach, Austria ",+43 676 3502190 ,5.0,33,No,2026-03-04
KFZ StarG,motor repair shop,Car repair and maintenance service,Villach,Austria,"Emil-v.-Behring-Straße 17, 9500 Villach, Austria ",+43 664 1556436 ,5.0,82,No,2026-03-04
KFZ Technik Marinz,motor repair shop,Auto repair shop,Villach,Austria,"Tiroler Str. 80, 9500 Villach, Austria ",+43 660 4859229 ,4.9,39,No,2026-03-04
R.T.M. Auto,motor repair shop,Auto repair shop,Villach,Austria,"Heidenfeldstraße 5, 9500 Villach, Austria ",+43 676 5048333 ,4.7,80,No,2026-03-04
Auto Hubmann,motor repair shop,Auto repair shop,Villach,Austria,"Hans-Leb-Weg 4, 9500 Villach, Austria ",+43 4252 2237 ,4.8,46,No,2026-03-04
DW Handwerk Service Villach,motor repair shop,Janitorial service,Villach,Austria,"Meister-Friedrich-Straße 13, 9500 Villach, Austria ",,4.2,5,No,2026-03-04
KFZ Kenzian,motor repair shop,Auto body shop,Villach,Austria,"Handwerkstraße 3, 9500 Villach, Austria ",+43 4242 33533 ,4.9,32,No,2026-03-04
KFZ StarG,motor repair shop,Car repair and maintenance service,Villach,Austria,"Emil-v.-Behring-Straße 17, 9500 Villach, Austria ",+43 664 1556436 ,5.0,82,No,2026-03-04
Auto Hubmann,motor repair shop,Auto repair shop,Villach,Austria,"Hans-Leb-Weg 4, 9500 Villach, Austria ",+43 4252 2237 ,4.8,46,No,2026-03-04
V-3Tec Mercdes Benz Service,motor repair shop,Car repair and maintenance service,Villach,Austria,"Pestalozzistraße 19, 9500 Villach, Austria ",,5.0,1,No,2026-03-04
MS Auto GmbH,motor repair shop,Auto repair shop,Villach,Austria,"Friedensstraße 11, 9500 Villach, Austria ",,4.6,10,No,2026-03-04
H & V Autozubehör,motor repair shop,Car accessories store,Villach,Austria,"Zehenthofstraße 33, 9500 Villach, Austria ",+43 4242 41544 ,4.6,162,No,2026-03-04
KFZ Perl,motor repair shop,Auto repair shop,Wels,Austria,"Freiheitsstraße 16, 4600 Wels, Austria ",+43 7242 26474 ,4.5,64,No,2026-03-04
Metzeler Motorrad-Reifen,motor repair shop,Motorcycle repair shop,Wels,Austria,"Salzburger Str. 196, 4600 Wels, Austria ",+43 7242 500720 ,5.0,1,No,2026-03-04
Mezzi-Autoteile & Kfz Service,motor repair shop,Car repair and maintenance service,Wels,Austria,"Grieskirchner Str. 70, 4600 Wels, Austria ",+43 676 7731661 ,4.9,26,No,2026-03-04
KFZ Hamedinger,motor repair shop,Auto repair shop,Wels,Austria,"Hinterschweigerstraße 10, 4600 Wels, Austria ",+43 7242 52788 ,4.5,33,No,2026-03-04
Autohaus Greinecker - KIA Wels,motor repair shop,Car dealer,Wels,Austria,"Kieswerkstraße 1, 4623 Gunskirchen, Austria ",+43 7246 8866 ,4.8,186,No,2026-03-04
KFZ Technik Happy Car OG,motor repair shop,Car repair and maintenance service,St. Pölten,Austria,"Wiener Str. 92, 3100 St. Pölten, Austria ",+43 2742 23180 ,4.9,38,No,2026-03-04
Autotech Steurer KFZ-Meisterwerkstatt,motor repair shop,Car repair and maintenance service,St. Pölten,Austria,"Rennbahnstraße 25, 3100 St. Pölten, Austria ",+43 676 9704535 ,5.0,11,No,2026-03-04
KFZ King Schnellservice/Werkstatt/Meisterbetrieb,motor repair shop,Car inspection station,St. Pölten,Austria,"Kremser Landstraße 90, 3100 St. Pölten, Austria ",+43 2742 34012 ,4.9,87,No,2026-03-04
Ing. A. Bentza,motor repair shop,Motorcycle repair shop,St. Pölten,Austria,"Mariazeller Str. 214, 3100 St. Pölten, Austria ",+43 2742 8817830 ,5.0,23,No,2026-03-04
KTW - KFZ-Technik-Wuzel,motor repair shop,Auto repair shop,St. Pölten,Austria,"Purkersdorfer Str. 53, 3100 St. Pölten, Austria ",+43 2742 253391 ,4.9,53,No,2026-03-04
Automobiltechnik Veit u. Göll OG,motor repair shop,Auto repair shop,St. Pölten,Austria,"Wiener Str. 135, 3100 St. Pölten, Austria ",+43 2742 252340 ,4.9,34,No,2026-03-04
CRC- Car repair Center,motor repair shop,Auto repair shop,St. Pölten,Austria,"Pottenbrunner Hauptstraße 72, 3140 St. Pölten, Austria ",+43 2742 42258 ,4.9,38,No,2026-03-04
Abc Autoservice,motor repair shop,Auto repair shop,St. Pölten,Austria,"Brunnenfeldgasse 30, 3100 St. Pölten, Austria ",,3.2,5,No,2026-03-04
M & S Auto Garage KFZ GmbH,motor repair shop,Auto repair shop,Dornbirn,Austria,"Schwefel 38, 6850 Dornbirn, Austria ",+43 5572 200496 ,5.0,77,No,2026-03-04
Ömer KFZ,motor repair shop,Auto repair shop,Dornbirn,Austria,"Schwefel 49, 6850 Dornbirn, Austria ",+43 660 5588661 ,4.7,45,No,2026-03-04
Mario Fend,motor repair shop,Auto repair shop,Dornbirn,Austria,"Unter der Halde 3, 6850 Dornbirn, Austria ",+43 5572 24720 ,4.8,61,No,2026-03-04
Autohaus Dastan,motor repair shop,Auto repair shop,Dornbirn,Austria,"Bartle-Zumtobel-Straße 10, 6850 Dornbirn, Austria ",+43 676 9414460 ,3.8,5,No,2026-03-04
Bernd Pircher Autospenglerei GmbH,motor repair shop,Auto repair shop,Dornbirn,Austria,"Lustenauer Str. 75b, 6850 Dornbirn, Austria ",+43 5572 21616 ,5.0,13,No,2026-03-04
Taskin Autolackiererei GmbH,motor repair shop,Auto repair shop,Dornbirn,Austria,"Bobletten 16, 6850 Dornbirn, Austria ",+43 5572 362710 ,4.2,23,No,2026-03-04
Mario Fend,motor repair shop,Auto repair shop,Dornbirn,Austria,"Unter der Halde 3, 6850 Dornbirn, Austria ",+43 5572 24720 ,4.8,61,No,2026-03-04
Grafik Service - Dohr,motor repair shop,Auto repair shop,Dornbirn,Austria,"Eisengasse 42, 6850 Dornbirn, Austria ",+43 5572 36009 ,5.0,1,No,2026-03-04
Reifenatelier.com,motor repair shop,Tire shop,Dornbirn,Austria,"Hanggasse 8 / 0, 6850 Dornbirn, Austria ",+43 676 3480328 ,5.0,2,No,2026-03-04
Martin Bitschnau,motor repair shop,Auto repair shop,Dornbirn,Austria,"Hintere Achmühlerstraße 9, 6850 Dornbirn, Austria ",+43 5572 26623 ,4.7,44,No,2026-03-04
3D Printing Service,3d printing service,3D printing service,Vienna,Austria,"Ewaldgasse, 1110 Wien, Austria ",+43 650 3061525 ,,,No,2026-03-04
printed3dfantasy,3d printing service,3D printing service,Linz,Austria,,+43 670 6042386 ,,,No,2026-03-04
3D Factory,3d printing service,3D printing service,Linz,Austria,,+43 664 5253906 ,,,No,2026-03-04
3Dddd,3d printing service,3D printing service,Linz,Austria,,+43 660 4518488 ,,,No,2026-03-04
3D- Druckwerk e.U.,3d printing service,3D printing service,Innsbruck,Austria,"Olympiastraße 12, 6091 Götzens, Austria ",+43 664 5344341 ,5.0,2,No,2026-03-04
Ausserferner 3D Druckerei,3d printing service,3D printing service,Innsbruck,Austria,"Lechtaler Str. 38/Top 2, 6600 Lechaschau, Austria ",+43 664 1110963 ,5.0,6,No,2026-03-04
Artcompact Aufkleber Tshirt bedruck Werbetechnik Folie Beschriftung 3d printing in Kaufbeuren und Umgebung Kreativ Werkstatt,3d printing service,Print shop,Innsbruck,Austria,"Oggenrieder Weg 13, 87600 Kaufbeuren, Germany ",+49 8341 9986153 ,5.0,2,No,2026-03-04
3Dcreate,3d printing service,3D printing service,Klagenfurt,Austria,"Abt-Moser-Gasse 8, 9020 Klagenfurt am Wörthersee, Austria ",+43 660 4474702 ,,,No,2026-03-04
Revtec 3D,3d printing service,Engineering consultant,Klagenfurt,Austria,,,4.9,8,No,2026-03-04
3Dcreate,3d printing service,3D printing service,Klagenfurt,Austria,"Abt-Moser-Gasse 8, 9020 Klagenfurt am Wörthersee, Austria ",+43 660 4474702 ,,,No,2026-03-04
Print3DFusion,3d printing service,3D printing service,Villach,Austria,"Nußbaumweg, 9500 Villach, Austria ",,,,No,2026-03-04
CR-Design,3d printing service,3D printing service,Wels,Austria,"Petzoldstraße 3, 4614 Marchtrenk, Austria ",+43 664 1454994 ,,,No,2026-03-04
3DprintStore,3d printing service,3D printing service,St. Pölten,Austria,"Dorfstraße 19, 3141 Rassing, Austria ",+43 660 5548020 ,4.5,2,No,2026-03-04
ROOMLAB,3d printing service,3D printing service,St. Pölten,Austria,,+43 677 63489740 ,,,No,2026-03-04
EJ3DLAB ILOILO,3d printing service,3D printing service,St. Pölten,Austria,"Dike, Baldoza St, La Paz, Iloilo City, Iloilo ",0929 202 0477 ,4.8,17,No,2026-03-04
3Druckschmiede,3d printing service,3D printing service,Dornbirn,Austria,"Heinzenbeer 54a, 6850 Dornbirn, Austria ",,,,No,2026-03-04
NST 3D Print Service,3d printing service,3D printing service,Dornbirn,Austria,"Maderspergerstraße 7, 6845 Hohenems, Austria ",,4.6,18,No,2026-03-04
BARBERO BARBERSHOP | HAIRCUTS | BEARDSHAVES,barber shop,Barber shop,Vienna,Austria,"Heiligenstädter Str. 115, 1190 Wien, Austria ",+43 664 93097775 ,5.0,236,No,2026-03-04
MOH BARBER SHOP,barber shop,Hair salon,Vienna,Austria,"Otto-Bauer-Gasse 24, 1060 Wien, Austria ",+43 676 7074220 ,5.0,986,No,2026-03-04
Barbershop Flamuri Wien,barber shop,Hair salon,Vienna,Austria,"Wiedner Gürtel 42, 1040 Wien, Austria ",+43 650 3323868 ,4.8,193,No,2026-03-04
BARBERO BARBERSHOP | HAIRCUTS | BEARDSHAVES,barber shop,Barber shop,Vienna,Austria,"Heiligenstädter Str. 115, 1190 Wien, Austria ",+43 664 93097775 ,5.0,236,No,2026-03-04
Barbershop Flamuri Wien,barber shop,Hair salon,Vienna,Austria,"Wiedner Gürtel 42, 1040 Wien, Austria ",+43 650 3323868 ,4.8,193,No,2026-03-04
MOH BARBER SHOP,barber shop,Hair salon,Vienna,Austria,"Otto-Bauer-Gasse 24, 1060 Wien, Austria ",+43 676 7074220 ,5.0,986,No,2026-03-04
Gentleman Barber Club,barber shop,Barber shop,Vienna,Austria,"Quellenstraße 98, 1100 Wien, Austria ",+43 660 3228605 ,4.6,174,No,2026-03-04
The Barber 1020,barber shop,Barber shop,Vienna,Austria,"Taborstraße 53-55, 1020 Wien, Austria ",+43 1 9456062 ,4.5,190,No,2026-03-04
Empire Barbershop,barber shop,Barber shop,Graz,Austria,"Liebenauer Hauptstraße 9, 8041 Graz, Austria ",+43 665 65169494 ,4.9,113,No,2026-03-04
Panda Cut Barbershop,barber shop,Barber shop,Graz,Austria,"Jakominipl. 17, 8010 Graz, Austria ",+43 660 5010124 ,4.8,245,No,2026-03-04
Cut Barber-Shop,barber shop,Barber shop,Graz,Austria,"Lazarettgürtel 55, 8020 Graz, Austria ",+43 664 9169776 ,4.7,318,No,2026-03-04
Gentleman barbershop,barber shop,Barber shop,Graz,Austria,"Idlhofgasse 72, 8020 Graz, Austria ",+43 681 10198861 ,5.0,81,No,2026-03-04
Zaki Barbershop,barber shop,Barber shop,Graz,Austria,"Kalvarienbergstraße 61, 8020 Graz, Austria ",+43 699 11267282 ,5.0,165,No,2026-03-04
Passion Barber,barber shop,Barber shop,Graz,Austria,"Wiener Str. 80, 8020 Graz, Austria ",+43 660 6641208 ,4.6,157,No,2026-03-04
BARBERSHOP AYTEKİN DEMİR GRAZ,barber shop,Barber shop,Graz,Austria,"Elisabethinergasse 20, 8020 Graz, Austria ",+43 660 2298602 ,4.6,78,No,2026-03-04
Head Hunters 2 Barber Shop,barber shop,Hair salon,Graz,Austria,"Karlauerstraße 27, 8020 Graz, Austria ",+43 664 93344484 ,5.0,181,No,2026-03-04
City Style Barber Shop,barber shop,Barber shop,Graz,Austria,"Reitschulgasse 4, 8010 Graz, Austria ",+43 681 81757734 ,4.5,57,No,2026-03-04
AL Barber Friseur,barber shop,Hair salon,Graz,Austria,"Schlögelgasse 5, 8010 Graz, Austria ",+43 316 261533 ,5.0,124,No,2026-03-04
M Cut Barbershop,barber shop,Barber shop,Graz,Austria,"Handelstraße 38b, 8052 Graz, Austria ",+43 676 5417502 ,4.9,39,No,2026-03-04
Jako Styling Salon,barber shop,Hair salon,Graz,Austria,"Radetzkystraße 13, 8010 Graz, Austria ",+43 660 8011112 ,4.5,348,No,2026-03-04
Go West Herrenfriseur,barber shop,Barber shop,Graz,Austria,"Straßganger Str. 205, 8052 Graz, Austria ",+43 676 9269386 ,4.7,186,No,2026-03-04
Fade Barbers,barber shop,Barber shop,Graz,Austria,"Annenstraße 10, 8020 Graz, Austria ",+43 676 7056293 ,4.4,58,No,2026-03-04
De Luxe Style Barbershop,barber shop,Barber shop,Linz,Austria,"Bismarckstraße 8, 4020 Linz, Austria ",+43 681 20736363 ,4.9,92,No,2026-03-04
ClassMen,barber shop,Barber shop,Linz,Austria,"Scharitzerstraße 21, 4020 Linz, Austria ",+43 732 942131 ,4.7,226,No,2026-03-04
The Mens Barbershop,barber shop,Hair salon,Linz,Austria,"Humboldtstraße 48, 4020 Linz, Austria ",+43 664 99513613 ,4.8,45,No,2026-03-04
Men's Cut Barbershop,barber shop,Hairdresser,Linz,Austria,"Wimhölzelstraße 17, 4020 Linz, Austria ",+43 681 20298810 ,5.0,18,No,2026-03-04
Barber Lion,barber shop,Hair salon,Linz,Austria,"Prunerstraße 10, 4020 Linz, Austria ",+43 676 5509039 ,4.7,155,No,2026-03-04
Barbershop Tugay's,barber shop,Hair salon,Linz,Austria,"Hauptstraße 58, 4040 Linz, Austria ",+43 676 6748568 ,4.8,66,No,2026-03-04
Mero Style Salon,barber shop,Barber shop,Linz,Austria,"Bürgerstraße 4, 4020 Linz, Austria ",+43 681 20292902 ,4.8,194,No,2026-03-04
Barber AE Beauty,barber shop,Hair salon,Linz,Austria,"Khevenhüllerstraße 25, 4020 Linz, Austria ",+43 676 5046716 ,4.9,28,No,2026-03-04
Men's Cut Barbershop,barber shop,Hairdresser,Linz,Austria,"Wimhölzelstraße 17, 4020 Linz, Austria ",+43 681 20298810 ,5.0,18,No,2026-03-04
Barbershop Tugay's,barber shop,Hair salon,Linz,Austria,"Hauptstraße 58, 4040 Linz, Austria ",+43 676 6748568 ,4.8,66,No,2026-03-04
Classmen Leonding barber,barber shop,Barber shop,Linz,Austria,"Rathausgasse 4, 4060 Leonding, Austria ",+43 681 20700244 ,5.0,17,No,2026-03-04
Louis Barber Shop,barber shop,Hair salon,Linz,Austria,"Dornacher Str. 21, 4040 Linz, Austria ",+43 681 20290864 ,5.0,29,No,2026-03-04
Avnd Barbershop,barber shop,Hair salon,Linz,Austria,"Freistädter Str. 313, 4040 Linz, Austria ",+43 676 5883920 ,4.6,96,No,2026-03-04
Figaro Aslan,barber shop,Barber shop,Linz,Austria,"Wiener Str. 384, 4030 Linz, Austria ",+43 732 302450 ,4.7,224,No,2026-03-04
Barber AE Beauty,barber shop,Hair salon,Linz,Austria,"Khevenhüllerstraße 25, 4020 Linz, Austria ",+43 676 5046716 ,4.9,28,No,2026-03-04
Barbershop Hamza Friseur,barber shop,Manufacturer,Linz,Austria,"Ferdinand-Markl-Straße 3, 4040 Linz, Austria ",+43 681 20578903 ,4.9,169,No,2026-03-04
Ramo’s Barbershop,barber shop,Barber shop,Linz,Austria,"Humboldtstraße 28a, 4020 Linz, Austria ",+43 732 201348 ,4.3,47,No,2026-03-04
Mamo barbershop,barber shop,Hair salon,Salzburg,Austria,"Mertensstraße 13, 5020 Salzburg, Austria ",+43 681 20560925 ,5.0,281,No,2026-03-04
Zîn Barbershop,barber shop,Barber shop,Salzburg,Austria,"Leonhard-von-Keutschach-Straße 16, 5020 Salzburg, Austria ",+43 676 7410065 ,4.9,103,No,2026-03-04
Zîn Barbershop,barber shop,Barber shop,Salzburg,Austria,"Leonhard-von-Keutschach-Straße 16, 5020 Salzburg, Austria ",+43 676 7410065 ,4.9,103,No,2026-03-04
Budget haircut Barbershop,barber shop,Hair salon,Salzburg,Austria,"Schallmooser Hauptstraße 22, 5020 Salzburg, Austria ",+43 676 5802781 ,4.9,133,No,2026-03-04
Budget haircut Friseursalon,barber shop,Barber shop,Salzburg,Austria,"Sterneckstraße 57, 5020 Salzburg, Austria ",+43 677 61738777 ,4.8,155,No,2026-03-04
Maher Barbershop,barber shop,Hair salon,Salzburg,Austria,"Ignaz-Harrer-Straße 52, 5020 Salzburg, Austria ",+43 681 10700850 ,5.0,43,No,2026-03-04
Salon Loca,barber shop,Barber shop,Salzburg,Austria,"Linzer Bundesstraße 36, 5023 Salzburg, Austria ",+43 660 9121296 ,4.8,116,No,2026-03-04
Ari Barbershop,barber shop,Hair salon,Salzburg,Austria,"Bayerhamerstraße 12C, 5020 Salzburg, Austria ",+43 681 81844364 ,5.0,101,No,2026-03-04
BAKİ SİVARİ BARBER SALON,barber shop,Barber shop,Salzburg,Austria,"Elisabethstraße 8d, 5020 Salzburg, Austria ",+43 660 6462319 ,4.8,154,No,2026-03-04
Romer Barber Shop,barber shop,Hair salon,Salzburg,Austria,"Innsbrucker Bundesstraße 48, 5020 Salzburg, Austria ",+43 660 2539584 ,4.3,62,No,2026-03-04
Maher Barbershop,barber shop,Hair salon,Salzburg,Austria,"Ignaz-Harrer-Straße 52, 5020 Salzburg, Austria ",+43 681 10700850 ,5.0,43,No,2026-03-04
Sahil Barbershop,barber shop,Hair salon,Salzburg,Austria,"Innsbrucker Bundesstraße 23, 5020 Salzburg, Austria ",+43 665 67060030 ,4.6,109,No,2026-03-04
Ari Barbershop,barber shop,Hair salon,Salzburg,Austria,"Bayerhamerstraße 12C, 5020 Salzburg, Austria ",+43 681 81844364 ,5.0,101,No,2026-03-04
Sipo Barbershop,barber shop,Hair salon,Salzburg,Austria,"Ignaz-Harrer-Straße 29, 5020 Salzburg, Austria ",+43 660 4800966 ,4.6,47,No,2026-03-04
Shino Barber Shop,barber shop,Hair salon,Salzburg,Austria,"Saint-Julien-Straße 9A, 5020 Salzburg, Austria ",+43 660 7453762 ,4.7,130,No,2026-03-04
FERHAD Barbershop,barber shop,Barber shop,Salzburg,Austria,"Münchner Bundesstraße 111, 5020 Salzburg, Austria ",+43 681 20889925 ,4.6,30,No,2026-03-04
Herrenfriseur Brico,barber shop,Barber shop,Salzburg,Austria,"Ignaz-Harrer-Straße 48, 5020 Salzburg, Austria ",+43 650 2506868 ,4.9,51,No,2026-03-04
Nasrat,barber shop,Hair salon,Salzburg,Austria,"Weiserstraße 20, 5020 Salzburg, Austria ",+43 665 65775733 ,5.0,57,No,2026-03-04
Hazem Barbershop,barber shop,Barber shop,Salzburg,Austria,"Kleßheimer Allee 29, 5020 Salzburg, Austria ",+43 681 81611211 ,5.0,15,No,2026-03-04
Gentlemen Barber Club,barber shop,Hair salon,Innsbruck,Austria,"Marktgraben 14 Maria Theresien Straße Haltestelle, 6020 Innsbruck, Austria ",+43 670 1837910 ,4.9,314,No,2026-03-04
Inn Fade Barber Shop,barber shop,Barber shop,Innsbruck,Austria,"Anichstraße 21, 6020 Innsbruck, Austria ",+43 664 1367032 ,4.9,285,No,2026-03-04
Savanna Barbershop,barber shop,Barber shop,Innsbruck,Austria,"Fritz-Konzert-Straße 3, 6020 Innsbruck, Austria ",+43 681 81203210 ,5.0,332,No,2026-03-04
Barber der Eleganz,barber shop,Hair salon,Innsbruck,Austria,"Lieberstraße 3, 6020 Innsbruck, Austria ",+43 676 9288969 ,5.0,248,No,2026-03-04
Men's Cut and Barber Salon,barber shop,Barber shop,Innsbruck,Austria,"Kaiserjägerstraße 1, 6020 Innsbruck, Austria ",+43 512 560949 ,4.6,80,No,2026-03-04
BAGHDAD STYLE,barber shop,Hair salon,Innsbruck,Austria,"Innrain 1, 6020 Innsbruck, Austria ",+43 676 7216688 ,5.0,52,No,2026-03-04
Yezen Salon,barber shop,Barber shop,Innsbruck,Austria,"Innstraße 2, 6020 Innsbruck, Austria ",+43 681 81415526 ,5.0,16,No,2026-03-04
Herrenfriseur STYLE M,barber shop,Barber shop,Innsbruck,Austria,"Heiliggeiststraße 21, 6020 Innsbruck, Austria ",+43 660 3519003 ,4.9,28,No,2026-03-04
Neroxi Barber,barber shop,Barber shop,Innsbruck,Austria,"Grabenweg 74, 6020 Innsbruck, Austria ",+43 676 6107711 ,4.9,52,No,2026-03-04
BAGHDAD STYLE,barber shop,Hair salon,Innsbruck,Austria,"Innrain 1, 6020 Innsbruck, Austria ",+43 676 7216688 ,5.0,52,No,2026-03-04
Max Friseur,barber shop,Barber shop,Innsbruck,Austria,"Museumstraße 28, 6020 Innsbruck, Austria ",+43 664 8961071 ,4.2,204,No,2026-03-04
Herrenfriseur STYLE M,barber shop,Barber shop,Innsbruck,Austria,"Heiliggeiststraße 21, 6020 Innsbruck, Austria ",+43 660 3519003 ,4.9,28,No,2026-03-04
Yezen Salon,barber shop,Barber shop,Innsbruck,Austria,"Innstraße 2, 6020 Innsbruck, Austria ",+43 681 81415526 ,5.0,16,No,2026-03-04
Perfection Hairsalon,barber shop,Hair salon,Innsbruck,Austria,"Salurner Str. 16, 6020 Innsbruck, Austria ",+43 676 5466376 ,4.9,64,No,2026-03-04
Barbershop Sabine Mang,barber shop,Hair salon,Innsbruck,Austria,"Technikerstraße 46, 6020 Innsbruck, Austria ",+43 512 278011 ,4.6,88,No,2026-03-04
Asko TXD Barbershop,barber shop,Barber shop,Klagenfurt,Austria,"Kindergartenstraße 14, 9073 Klagenfurt am Wörthersee, Austria ",+43 681 10260026 ,4.9,22,No,2026-03-04
Cutman Barber Shop,barber shop,Barber shop,Klagenfurt,Austria,"8.-Mai-Straße, 9020 Klagenfurt am Wörthersee, Austria ",+43 677 61606763 ,4.9,86,No,2026-03-04
